repetition,model,defect_pair,process,severity,candidate_key,training_n,training_mean,training_sd,training_se,selection_score,direction,holdout_n,holdout_mean,holdout_positive_proportion,selection_optimism
1,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.015235701259203581,0.0211562229327885,0.005289055733197125,2.8806089456716526,1,4,0.019053778545758467,1.0,-0.0038180772865548853
318,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.018084550147681795,0.022336120555011357,0.005767161528562677,3.1357800640948796,1,5,0.009743616423012844,1.0,0.008340933724668952
319,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.019155644762422364,0.022105650549332757,0.00570765442897644,3.3561325410966703,1,5,0.006530332578791135,0.8,0.01262531218363123
320,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013891277475804539,0.01979576973250318,0.005290642003321181,2.6256317224042642,1,6,0.02091807494483794,1.0,-0.0070267974690334
321,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.017744908705162717,0.021309756388782745,0.005502155440366178,3.225083132871608,1,5,0.010762540750570083,0.6,0.006982367954592634
322,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.016069894001134545,0.019485493371729345,0.005207717157804699,3.0857847141431107,1,6,0.015834636385734596,0.8333333333333334,0.00023525761539994888
323,regularized_logistic,categorical_inconsistency+missing,shared_latent,0.30+0.30,regularized_logistic | categorical_inconsistency+missing | shared_latent | 0.30+0.30,12,-0.007094152085075615,0.009436741887732802,0.0027241527345777754,2.6041682593744726,-1,5,-0.00026358437428172977,0.6,0.007357736459357345
324,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.012134064119487621,0.010749059069316927,0.0029812525874933393,4.070122796837566,1,7,0.02317764296813601,0.8571428571428571,-0.01104357884864839
325,extra_trees,missing+label_flip,independent,0.30+0.30,extra_trees | missing+label_flip | independent | 0.30+0.30,18,0.012346609882987716,0.015484650412583269,0.0036497671036802336,3.382848694794263,1,8,-0.005537813724544527,0.5,0.017884423607532243
326,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.0167778166284163,0.017295981775009867,0.00479704224225298,3.4975336428424746,1,7,0.014553531165839904,1.0,0.002224285462576395
327,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.015167311500011316,0.01668331278536617,0.004307612838486163,3.5210479838159294,1,5,0.01849533236602429,1.0,-0.003328020866012974
328,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.020316608123194618,0.02218656758936071,0.005929609607706487,3.426297761119028,1,6,0.005925636767594407,0.8333333333333334,0.014390971355600211
329,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.011398239758558675,0.011910661441283854,0.0031832581687959494,3.5806834237607563,1,6,0.026735162951744957,0.8333333333333334,-0.015336923193186282
330,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.017327082223286674,0.022690928335723164,0.005858772503616119,2.9574594699814933,1,5,0.0120160201961982,1.0,0.005311062027088474
331,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01961266879934096,0.02248557389604318,0.006009522404570091,3.2635985822144566,1,6,0.007568161856586277,0.8333333333333334,0.012044506942754683
332,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013922441724285662,0.017409981959335515,0.004653013400124913,2.992134457191098,1,6,0.020845358365048656,1.0,-0.006922916640762994
333,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.019132197348510883,0.022651299839728165,0.006053814526096449,3.160354065364386,1,6,0.008689261908523125,0.8333333333333334,0.010442935439987758
334,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.012410518373893502,0.017770228809510482,0.0049285747038013425,2.5180745184447417,1,7,0.02266422792423938,1.0,-0.01025370955034588
335,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.016921562592288223,0.022326973346709036,0.005764799729534731,2.9353253167831967,1,5,0.01323257908919356,0.8,0.003688983503094663
336,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.020288041774216108,0.02246835601822388,0.006004920733161009,3.378569455909607,1,6,0.005992291581877603,0.8333333333333334,0.014295750192338506
337,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.014262858758730951,0.01694059353584483,0.004374042442613069,3.2607956931963984,1,5,0.021208690589865388,1.0,-0.006945831831134437
338,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.015468887322737901,0.01666470877229283,0.004453830762591855,3.473164596343118,1,6,0.017236985301993423,0.6666666666666666,-0.0017680979792555219
339,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.019040102122511535,0.022143213370954016,0.00571735310781482,3.330230224277452,1,5,0.006876960498523621,0.8,0.012163141623987914
340,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.015876512835066584,0.018845451061434773,0.004865874540846918,3.262828234018388,1,5,0.016367728360858487,0.8,-0.0004912155257919028
341,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.017985151974714526,0.022481534261986066,0.005804707186257565,3.098373681500029,1,5,0.010041810941914652,1.0,0.007943341032799874
342,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.018378529589213162,0.025300246236113603,0.007017025775859415,2.619133829099016,1,7,0.0178167326896384,0.7142857142857143,0.0005617968995747617
343,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.01497557483193392,0.015961634707730075,0.003990408676932519,3.7528925091065726,1,4,0.020094284254837114,0.75,-0.005118709422903194
345,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.018522687325915745,0.022671675739738936,0.006059260214438411,3.0569222430452228,1,6,0.010111451961245127,1.0,0.008411235364670618
346,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.008766383959585938,0.008336164690695964,0.002312036094847439,3.7916293690753964,1,7,0.029431906122239143,0.7142857142857143,-0.020665522162653206
347,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.018925597339848776,0.02259483389077638,0.006038723366453832,3.134039463536911,1,6,0.009171328595401387,0.6666666666666666,0.009754268744447389
348,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01236021040754834,0.016509520799454457,0.0042627399406768044,2.899592886162763,1,5,0.026916635643413213,0.8,-0.014556425235864872
349,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.024189034215698207,0.03203315195456004,0.008561219973745121,2.8254190746037646,1,6,0.004165255744577496,0.6666666666666666,0.02002377847112071
350,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.014829030063873065,0.016635054401733226,0.004445905298687964,3.3354354327451095,1,6,0.018729985572678052,0.8333333333333334,-0.003900955508804987
351,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.014975071750399057,0.01739684270457072,0.004825016030962412,3.1036315018029246,1,7,0.01790148593930049,0.7142857142857143,-0.002926414188901433
352,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10,18,0.006352807269843585,0.008525928351852731,0.002009580584501904,3.1612602743264446,1,8,-0.0045060811275758565,0.5,0.010858888397419442
353,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.016347940502701067,0.02149180773506978,0.005549160895854467,2.9460202739686085,1,5,0.014953445357955033,0.8,0.0013944951447460337
354,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.018391840341561008,0.022887881883589194,0.006347956286003396,2.897285285677402,1,7,0.01155605855571401,0.8571428571428571,0.006835781785846998
355,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.011377013113653054,0.011183303127162725,0.0027958257817906813,4.069285428209429,1,4,0.034488531127960576,0.75,-0.02311151801430752
356,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.0209773136183258,0.023115929508254543,0.00641120531707868,3.2719765755192336,1,7,0.006754465327436535,0.8571428571428571,0.014222848290889267
357,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.011508868715094177,0.014101131869603682,0.003910950307533498,2.9427294672921644,1,7,-0.0043053908898819425,0.5714285714285714,0.01581425960497612
358,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.017255442853984053,0.021614526262896717,0.005403631565724179,3.1933048439936575,1,4,0.010974812166636566,1.0,0.006280630687347487
359,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01727303037347437,0.023075880627893473,0.006167288514833665,2.8007495241918696,1,6,0.013027318183608331,0.8333333333333334,0.00424571218986604
360,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.014670099309553278,0.020907845176636426,0.0060355750204530295,2.43060508068246,1,8,0.01799314282695648,0.875,-0.0033230435174032014
361,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.014906517435349667,0.019612756331446955,0.005241729614468278,2.8438165513544496,1,6,0.018549181705899306,0.6666666666666666,-0.0036426642705496386
362,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.017647228704093847,0.02316873812080302,0.006192105723709545,2.849955974834649,1,6,0.012154188745496225,1.0,0.005493039958597621
363,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.015393905701417316,0.017073054313388368,0.00456296569903445,3.373662375913708,1,6,0.017411942418408124,0.8333333333333334,-0.002018036716990808
364,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.009450476524427997,0.007921408307788294,0.0021970033713551635,4.301530278762713,1,7,0.028161448501818176,0.7142857142857143,-0.01871097197739018
365,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01811454078417704,0.02273132440304604,0.006075201990272284,2.9817182726076186,1,6,0.01106379389196877,0.8333333333333334,0.007050746892208271
366,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013303449731955996,0.01748943178454859,0.004674247259081085,2.8461159614759737,1,6,0.02228967301381787,1.0,-0.008986223281861874
367,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.021051532258017966,0.022724493902606776,0.006302640613447501,3.3401130651653834,1,7,0.006616630710865369,0.8571428571428571,0.014434901547152598
368,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.019396502441161406,0.02191704922501355,0.005658957776432377,3.4275750425177587,1,5,0.005807759542574017,0.8,0.01358874289858739
369,hist_gradient_boosting,numeric_outlier+label_flip,independent,0.10+0.10,hist_gradient_boosting | numeric_outlier+label_flip | independent | 0.10+0.10,13,0.008877463268456925,0.011340426549181782,0.0031452684160544666,2.8224819297276773,1,7,0.009324893275756719,0.2857142857142857,-0.0004474300072997931
370,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.018218908642613718,0.023051451088011113,0.006160759445665356,2.957250449931517,1,6,0.010820268888949847,0.8333333333333334,0.007398639753663871
371,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.02495050556039135,0.03129379794303809,0.008363619302412832,2.9832187069051965,1,6,0.002388489273626837,0.5,0.022562016286764512
372,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.013544340013971,0.017222617462426138,0.004446860707338498,3.04582061489339,1,5,0.023364246824145233,1.0,-0.009819906810174233
373,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.011999179651804661,0.0177724449629739,0.004929189354181854,2.4343109565520606,1,7,0.023428142693832945,1.0,-0.011428963042028284
374,extra_trees,numeric_outlier+label_flip,independent,0.10+0.10,extra_trees | numeric_outlier+label_flip | independent | 0.10+0.10,15,0.00729043811177633,0.007998887293466001,0.002065303818385596,3.5299591502596024,1,5,-0.014591509203007192,0.0,0.02188194731478352
375,extra_trees,missing+label_flip,independent,0.30+0.30,extra_trees | missing+label_flip | independent | 0.30+0.30,18,0.009159082256610817,0.011172559701287344,0.0026333975759972768,3.478047652239613,1,8,0.0016341234348035,0.5,0.007524958821807317
376,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.018007798601576894,0.02395965560043494,0.006645212831525086,2.7098904215900155,1,7,0.012269278929970224,1.0,0.0057385196716066705
377,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.010391134402506504,0.011142235889491963,0.0030903002171444914,3.3624999748756292,1,7,0.026414512442529518,0.8571428571428571,-0.016023378040023014
378,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10,18,0.007199278463095686,0.009493656804047991,0.0022376763681333806,3.21730102065705,1,8,-0.006410641312393081,0.5,0.013609919775488767
379,extra_trees,numeric_outlier+label_flip,independent,0.10+0.10,extra_trees | numeric_outlier+label_flip | independent | 0.10+0.10,13,0.007946930329257166,0.008489247912342733,0.0023544937413905653,3.3752182855936175,1,7,-0.009558724088390595,0.2857142857142857,0.01750565441764776
380,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.01951484546283073,0.024501969955910263,0.007073109474860457,2.759019287371589,1,8,0.010726023597040299,0.875,0.008788821865790433
381,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.013580357468564723,0.01643020016410274,0.004742990243792076,2.8632480293079983,1,8,0.019627755588439315,0.875,-0.006047398119874592
382,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10,18,0.007371493498413855,0.009899360833129579,0.0023333017248394787,3.159254296150226,1,8,-0.006798125141858962,0.375,0.014169618640272818
383,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.015995467116298092,0.022823886553515818,0.006099940265560921,2.6222334022851657,1,6,0.016008299117019644,1.0,-1.2832000721552106e-05
384,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.018410934139980083,0.0232941963440767,0.006225635844269795,2.9572777143600346,1,6,0.010372209395094997,1.0,0.008038724744885086
385,regularized_logistic,numeric_outlier+label_flip,independent,0.30+0.30,regularized_logistic | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.01170594807479696,0.012721377094435367,0.0036723452449674994,3.1875946551698893,1,8,0.02640532082660243,0.375,-0.014699372751805469
386,extra_trees,missing+label_flip,independent,0.30+0.30,extra_trees | missing+label_flip | independent | 0.30+0.30,18,0.009089983504343983,0.01107969730185318,0.002611509698544893,3.4807389416967625,1,8,0.0017895956274038755,0.5,0.0073003878769401075
387,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.020119120831948722,0.02340162251215893,0.006490442299741649,3.099807363320919,1,7,0.008348251930708251,0.8571428571428571,0.011770868901240471
388,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01551227804106753,0.020224718993345166,0.005609327797104341,2.7654433119553667,1,7,0.016903817113773326,0.7142857142857143,-0.0013915390727057952
389,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.02032486369350601,0.022405857761771057,0.005988217371524066,3.3941426024641976,1,6,0.005906373770201157,0.6666666666666666,0.014418489923304856
390,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.015342330690750665,0.01625035098229141,0.004691072257025923,3.270538130759362,1,8,0.016984795755160403,0.875,-0.001642465064409739
391,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.013321713321548594,0.015932030241032978,0.0044187501504836385,3.014814793294098,1,7,0.02097200873573707,0.8571428571428571,-0.007650295414188475
392,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.014427212393280108,0.016538161763608613,0.004270135005822696,3.378631442239499,1,5,0.020715629686217908,0.8,-0.0062884172929378
393,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.023834529932741235,0.03165732959715151,0.008460777223765661,2.817061518390049,1,6,0.004992432404810442,0.5,0.01884209752793079
394,extra_trees,missing+label_flip,shared_latent,0.30+0.30,extra_trees | missing+label_flip | shared_latent | 0.30+0.30,18,0.01610528667036199,0.02005004895932954,0.004725841860754733,3.4079190850854926,1,8,-0.01099730313184708,0.5,0.027102589802209073
395,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.0150842023290696,0.022512488488620183,0.006016715632007788,2.5070492361022514,1,6,0.018134583620552803,1.0,-0.0030503812914832035
396,extra_trees,missing+label_flip,independent,0.30+0.30,extra_trees | missing+label_flip | independent | 0.30+0.30,18,0.01166723049702505,0.015312052664792658,0.0036090854243868114,3.232738803628437,1,8,-0.004009210106128526,0.5,0.015676440603153576
397,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.012113845690693313,0.013171402136332963,0.0036530896747926484,3.3160548382598636,1,7,-0.005428919558851766,0.5714285714285714,0.01754276524954508
398,extra_trees,missing+label_flip,independent,0.30+0.30,extra_trees | missing+label_flip | independent | 0.30+0.30,18,0.009573771572674916,0.009839196338918775,0.0023191208175584394,4.12819008832586,1,8,0.0007010724736592755,0.375,0.00887269909901564
399,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.014695352336790079,0.023466123963025953,0.006508331783468024,2.2579291937940393,1,7,0.0184209648502886,1.0,-0.003725612513498523
400,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.017407693023944876,0.01762407307747818,0.0050876316677498324,3.4215710100027708,1,8,0.013886752255369079,0.75,0.003520940768575797
401,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01849966132419648,0.022949854699865675,0.00613360666879579,3.0161147140901545,1,6,0.01016517929859008,0.8333333333333334,0.0083344820256064
402,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.013458898463340703,0.019666636135932006,0.005077903615359043,2.650483247187248,1,5,0.023620571476036127,1.0,-0.010161673012695424
403,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.014013676523092494,0.011726662201701665,0.003385195789424133,4.139694539049515,1,8,0.018977777006647663,0.875,-0.004964100483555169
404,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,16,0.010348193889326462,0.01348781356775406,0.003371953391938515,3.0689018163970974,1,4,-0.011523386290543168,0.5,0.021871580179869628
405,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.016501258191815756,0.020320428482940828,0.005635872833434006,2.9278975377024854,1,7,0.015067139690955189,1.0,0.0014341185008605664
406,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.011285989010026717,0.011959840325496735,0.0031964017784665514,3.5308418003199464,1,6,0.02699708136498619,1.0,-0.015711092354959474
408,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.015355922535490202,0.019932287443570406,0.00532712789632405,2.8825894242348595,1,6,0.0175005698055714,0.8333333333333334,-0.0021446472700811965
409,extra_trees,missing+label_flip,independent,0.30+0.30,extra_trees | missing+label_flip | independent | 0.30+0.30,18,0.011403174906854309,0.015345218666081576,0.0036169027258588903,3.152745807988642,1,8,-0.0034150850282443587,0.375,0.014818259935098667
410,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.017979195001051346,0.022409280995027214,0.0057860514729481845,3.10733409218884,1,5,0.010059681862904183,1.0,0.007919513138147163
411,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.017699918463268266,0.024413053973498612,0.006524663123832286,2.712771238505284,1,6,0.0193065258335807,0.5,-0.001606607370312433
412,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10,18,-0.005310439239010551,0.008231527871947784,0.001940189725926783,2.7370721368364523,-1,8,-0.0028256595847204772,0.375,0.00813609882373103
413,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01745903969940511,0.021982881668746776,0.005875172255603131,2.9716643086940104,1,6,0.01259329642310328,0.8333333333333334,0.004865743276301829
414,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.020400896637364278,0.021252072638124574,0.0054872615599897865,3.717864806393929,1,5,0.0027945769539654036,0.6,0.017606319683398874
415,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01906618465922964,0.021668307914962683,0.005594733046342989,3.4078810376291857,1,5,0.006798712888369318,0.8,0.012267471770860322
416,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.017432604664483972,0.02147055694140907,0.005367639235352268,3.2477228629058383,1,4,0.010266164924636889,0.5,0.007166439739847083
417,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.024755983584581892,0.03137855847986767,0.008386272508751067,2.951965078495726,1,6,0.0028423738838488986,0.3333333333333333,0.021913609700732993
418,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013863104002529634,0.017239787239292537,0.00460752694787929,3.008794991185112,1,6,0.020983813049146056,1.0,-0.007120709046616422
419,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,16,0.012172343656932448,0.013944575285187553,0.0034861438212968883,3.491635537975076,1,4,-0.018819985360967118,0.5,0.030992329017899566
420,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013922570673059975,0.016839571444227132,0.0045005647774571415,3.0935163388374445,1,6,0.02084505748457526,1.0,-0.006922486811515284
421,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.014676994902595565,0.016818164299670084,0.004494843477417026,3.2652961057121703,1,6,0.019084734282325544,0.8333333333333334,-0.004407739379729979
422,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.021548345641171293,0.022766906840698136,0.006314403845988384,3.412570080524896,1,7,0.005693977285009193,0.7142857142857143,0.0158543683561621
423,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.014337756168522004,0.01678248418197495,0.004485307564850243,3.1966049064019355,1,6,0.01987629132849719,0.8333333333333334,-0.005538535159975185
424,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.012311355900785982,0.016536861858794962,0.004269799371843034,2.8833569984511604,1,5,0.027063199163700286,1.0,-0.014751843262914304
